,name,author,numberOfPages,price
11028,,,352,
11029,Вино из одуванчиков,Рэй Брэдбери,384,
11030,,,352,
11031,,,768,
11032,,,864,
11033,,,416,
11034,,,352,
11035,,,320,
11036,,,768,
11037,,,272,
11038,,,352,
11039,,,544,
11040,Три часа между рейсами: рассказы,Френсис Скотт Фицджеральд,368,
11041,,,480,
11042,,,480,
11043,,,271,
11044,,,248,
11045,,,480,
11046,,,544,
11047,,,656,
11048,,,256,
11049,,,768,
11050,,,832,
11051,,,320,
11052,,,736,
11053,,,320,
11054,Публичные признания женщин средних лет. Роман.,Сью Таунсенд,384,
11055,,,784,
11056,Зар.кл.Возлюби ближнего своего,Эрих Ремарк,400,
11057,,,800,
11058,,,768,
11059,,,640,
11060,,,800,
11061,,,928,
11062,Бесы : роман,Федор Достоевский,704,
11063,,,576,
11064,,,800,
11065,,,704,
11066,,,560,
11067,,,736,
11068,,,384,
11069,Грозовой перевал : роман,Эмили Джейн Бронте,544,
11070,,,512,
11071,,,720,
11072,Коллекционер,Джон Роберт Фаулз,352,
11073,,,928,
11074,,,800,
11075,,,170,
11076,,,526,
11077,,,304,
11078,,,352,
11079,,,1248,
11080,,,1200,
11081,,,352,
11082,,,272,
11083,,,424,
11084,,,336,
11085,,,736,
11086,Река без берегов: Роман. Часть первая: Деревянный корабль,Ханс Хенни Янн,512,
11087,,,974,
11088,,,,
11089,,,304,
11090,,,880,
11091,,,1504,
11092,,,1056,
11093,,,1056,
11094,,,1120,
11095,,,1152,
11096,Вишневый сад. Дама с собачкой. Рассказы. Повести. Пьесы,Антон Чехов,1056,
11097,Братья Карамазовы : роман,Федор Достоевский,1056,
11098,,,1376,
11099,,,1184,
11100,,,1056,
11101,,,1184,
11102,,,1376,
11103,,,464,
11104,,,448,
11105,,,1408,
11106,Время секонд-хэнд,Светлана Алексиевич,512,
11107,"Алиса в Зазеркалье, или Сквозь зеркало и что там увидела Алиса",Льюис Кэрролл,232,
11108,,,160,
11109,,,510,
11110,,,567,
11111,Похитители блиллиантов. Капитан Сорви-голова. Ледяной ад,Луи Анри Буссенар,955,
11112,,,1020,
11113,,,,
11114,Полное собрание трагедий в одном томе.,Еврипид,1130,
11115,,,,
11116,,,640,
11117,Атлант расправил плечи,Айн Рэнд,1072,
11118,,,196,
11119,,,896,
11120,,,569,
11121,,,667,
11122,,,,
11123,Приключения бригадира Жерара: Роман,Артур Дойл,317,
11124,,,432,
11125,,,413,
11126,,,320,
11127,,,416,
11128,,,,
11129,,,224,
11130,,,445,
11131,,,512,
11132,,,128,
11133,,,544,
11134,,,320,
11135,,,256,
11136,,,192,
11137,,,320,
11138,,,320,
11139,,,352,
11140,,,432,
11141,,,352,
11142,,,640,
11143,,,288,
11144,,,256,
11145,,,192,
11146,Бедная Лиза : Повести,Николай Карамзин,288,
11147,,,320,
11148,,,351,
11149,,,287,
11150,,,576,
11151,,,320,
11152,,,288,
11153,,,288,
11154,,,192,
11155,,,255,
11156,,,255,
11157,,,352,
11158,,,384,
11159,,,224,
11160,,,192,
11161,,,320,
11162,,,192,
11163,,,448,
11164,,,320,
11165,,,320,
11166,,,256,
11167,,,352,
11168,Компромисс,Сергей Довлатов,224,
11169,,,384,
11170,,,288,
11171,,,223,
11172,,,351,
11173,,,704,
11174,,,288,
11175,"Исследования одной собаки: Повесть, рассказы",Франц Кафка,320,
11176,Жизнь господина де Мольера : Роман-биография,Михаил Булгаков,352,
11177,,,320,
11178,,,288,
11179,Женитьба доктора Поволжина [Истинное происшествие],Александр Зернин,176,
11180,,,288,
11181,,,256,
11182,,,304,
11183,,,240,
11184,,,176,
11185,,,384,
11186,,,320,
11187,,,192,
11188,,,384,
11189,,,352,
11190,,,704,
11191,,,256,
11192,,,640,
11193,Тайный советник : Рассказы о детях,Антон Чехов,320,
11194,,,480,
11195,,,320,
11196,,,352,
11197,Приключения принца Флоризеля : Рассказы,Роберт Льюис Стивенсон,192,
11198,,,256,
11199,,,320,
11200,,,256,
11201,,,416,
11202,,,448,
11203,Тетушка Хулия и писака: Роман,Марио Варгас Льоса,416,
11204,,,496,
11205,Декамерон. Избранные новеллы,Джованни Боккаччо,288,
11206,,,384,
11207,,,448,
11208,,,224,
11209,,,480,
11210,,,448,
11211,,,576,
11212,,,384,
11213,,,509,
11214,,,448,
11215,,,416,
11216,,,256,
11217,,,416,
11218,"Пироги и пиво, или Скелет в шкафу : роман",Уильям Сомерсет Моэм,224,
11219,,,384,
11220,,,320,
11221,,,334,
11222,,,768,
11223,,,304,
11224,,,640,
11225,Любовник леди Чаттерли: Роман,Дэвид Лоуренс,352,
11226,Почтамт,Чарльз Буковски,208,
11227,,,560,
11228,,,384,
11229,Любовница французского лейтенанта: роман,Джон Роберт Фаулз,576,
11230,,,320,
11231,,,240,
11232,,,,
11233,,,352,
11234,,,320,
11235,,,640,
11236,Фауст.Трагедия,Иоганн Вольфганг фон Гёте,512,
11237,,,348,
11238,,,272,
11239,,,640,
11240,,,656,
11241,,,446,
11242,,,640,
11243,,,224,
11244,,,192,
11245,,,1056,
11246,,,608,
11247,,,640,
11248,,,510,
11249,,,528,
11250,,,256,
11251,,,542,
11252,,,208,
11253,,,168,
11254,Проклятое время: [роман: пер. с исп.],Габриэль Гарсиа Маркес,224,
11255,,,448,
11256,,,480,
11257,,,416,
11258,,,448,
11259,,,544,
11260,,,896,
11261,"Stories, или Истории, которые мы можем рассказать",Тони Парсонс,400,
11262,,,288,
11263,,,544,
11264,,,688,
11265,,,320,
11266,,,544,
11267,,,480,
11268,,,640,
11269,,,,
11270,,,336,
11271,,,240,
11272,,,400,
11273,,,448,
11274,,,512,
11275,,,640,
11276,,,672,
11277,,,320,
11278,История похищения: роман-репортаж,Габриэль Гарсиа Маркес,382,
11279,,,52,
11280,,,512,
11281,,,,
11282,,,,
11283,,,640,
11284,Братья Карамазовы: Роман.,Федор Достоевский,784,
11285,,,512,
11286,"По ком звонит колокол: Обращение к Господу в час нужды и бедствий, Схватка Смерти, или Утешение душе, ввиду смертельной жизни и живой смерти нашего от",Джон Донн,432,
11287,,,304,
11288,Почтамт. Женщины. Макулатура,Чарльз Буковски,768,
11289,,,304,
11290,,,160,
11291,,,192,
11292,Чувство и чувствительность: Роман,Джейн Остен,320,
11293,,,640,
11294,,,191,
11295,,,416,
11296,,,944,
11297,,,432,
11298,,,496,
11299,,,1168,
11300,,,1273,
11301,,,704,
11302,,,960,
11303,,,186,
11304,,,38,
11305,,,1296,
11306,Три мушкетёра,Александр Дюма (отец),762,
11307,Двадцать лет спустя,Александр Дюма (отец),892,
11308,,,478,
11309,Полное собрание сочинений в одном томе,Белла Ахмадулина,856,
11310,Опасные связи,Пьер Шодерло де Лакло,256,
11311,,,260,
11312,,,298,
11313,,,,
11314,,,544,
11315,,,3456,
11316,,,,
11317,,,256,
11318,,,352,
11319,,,288,
11320,,,224,
11321,,,256,
11322,,,352,
11323,,,633,
11324,,,320,
11325,Рассказы о Маплах : [рассказы],Джон Апдайк,256,
11326,,,640,
11327,,,256,
11328,,,544,
11329,,,221,
11330,,,448,
11331,,,,
11332,,,352,
11333,,,256,
11334,,,448,
11335,,,576,
11336,,,576,
11337,Портрет Дориана Грея,Оскар Уайльд,352,
11338,,,288,
11339,,,288,
11340,,,240,
11341,,,352,
11342,,,288,
11343,,,224,
11344,,,224,
11345,,,288,
11346,,,400,
11347,,,320,
11348,,,224,
11349,,,640,
11350,,,480,
11351,,,448,
11352,,,224,
11353,,,352,
11354,,,384,
11355,,,864,
11356,,,224,
11357,,,224,
11358,,,,
11359,На действительной службе,Игнатий Потапенко,592,
11360,,,320,
11361,,,448,
11362,,,272,
11363,,,416,
11364,,,640,
11365,,,416,
11366,,,315,
11367,,,384,
11368,,,320,
11369,,,320,
11370,Джейн Эйр : роман,Шарлотта Бронте,704,
11371,,,,
11372,,,320,
11373,,,544,
11374,,,192,
11375,,,640,
11376,,,,
11377,,,352,
11378,,,336,
11379,,,608,
11380,,,512,
11381,,,,
11382,Монахиня. Нескромные сокровища: [пер. с фр.],Дени Дидро,448,
11383,Белая гвардия: роман повести рассказы,Михаил Булгаков,672,
11384,,,640,
11385,,,496,
11386,,,640,
11387,,,640,
11388,,,480,
11389,,,640,
11390,,,224,
11391,,,640,
11392,,,640,
11393,"Смок Беллью .Смок и Малыш : [сборник, пер. с англ.]",Джек Лондон,384,
11394,Палая листва: повесть,Габриэль Гарсиа Маркес,186,
11395,,,544,
11396,,,352,
11397,Волхв : роман,Джон Роберт Фаулз,848,
11398,,,640,
11399,,,112,
11400,Полковнику никто не пишет : повесть,Габриэль Гарсиа Маркес,96,
11401,,,576,
11402,"Рассказ человека, оказавшегося за бортом корабля : [повесть]",Габриэль Гарсиа Маркес,160,
11403,,,224,
11404,,,352,
11405,,,448,
11406,,,544,
11407,,,384,
11408,,,316,
11409,,,32,
11410,,,528,
11411,,,848,
11412,Малое собрание сочинений.,Эмиль Золя,768,
11413,,,400,
11414,,,864,
11415,,,704,
11416,,,608,
11417,,,480,
11418,Опасные приключения Мигеля Литтина в Чили,Габриэль Гарсиа Маркес,192,
11419,,,640,
11420,О любви и о прочих бесах : [роман],Габриэль Гарсиа Маркес,224,
11421,,,768,
11422,,,768,
11423,,,287,
11424,,,640,
11425,,,576,
11426,,,704,
11427,,,704,
11428,Козлиная песнь: [роман].,Константин Вагинов,320,
11429,,,320,
11430,,,480,
11431,,,736,
11432,,,608,
11433,,,320,
11434,,,,
11435,,,736,
11436,,,704,
11437,1Q84. Тысяча Невестьсот Восемьдесят Четыре: роман: в 2 кн. Кн. 1: Апрель - июнь / (Мураками-мания). Мураками Х. (Эксмо),Харуки Мураками,928,
11438,Бесы : роман,Федор Достоевский,704,
11439,,,1248,
11440,,,576,
11441,,,1280,
11442,,,560,
11443,Крокодил,Федор Достоевский,28,
11444,,,464,
11445,Графиня де Монсоро : [роман],Александр Дюма (отец),864,
11446,Малое собрание сочинений,Джек Лондон,736,
11447,,,864,
11448,,,640,
11449,,,736,
11450,,,1264,
11451,,,928,
11452,Любовь во время чумы : [роман],Габриэль Гарсиа Маркес,512,
11453,,,303,
11454,Игрок,Федор Достоевский,304,
11455,,,304,
11456,Сто лет одиночества : роман,Габриэль Гарсиа Маркес,480,
11457,,,304,
11458,,,680,
11459,,,600,
11460,,,479,
11461,,,1216,
11462,,,60,
11463,Шварц.Полн.собр.сочинений,Евгений Шварц,1131,
11464,,,72,
11465,Сивцев вражек,,198,
11466,,,296,
11467,,,1213,
11468,,,,
11469,,,1568,
11470,,,2539,
11471,,,624,
11472,,,,
11473,Петербургские трущобы. Том 1,Всеволод Крестовский,482,
11474,,,,
11475,,,,
11476,,,,
11477,,,288,
11478,,,288,
11479,,,192,
11480,,,384,
11481,,,384,
11482,,,192,
11483,,,240,
11484,,,256,
11485,,,288,
11486,,,349,
11487,Уик-энд на берегу океана,Робер Мерль,320,
11488,"Наши предки : [трилогия, пер. с ит.]",Итало Кальвино,480,
11489,,,255,
11490,,,190,
11491,,,288,
11492,,,224,
11493,,,544,
11494,,,544,
11495,,,224,
11496,,,320,
11497,,,400,
11498,,,,
11499,,,160,
11500,,,288,
11501,"Дьявол в быту, легенде и в литературе Средних веков",Александр Амфитеатров,384,
11502,,,224,
11503,,,368,
11504,,,252,
11505,,,288,
11506,,,320,
11507,,,256,
11508,,,128,
11509,,,544,
11510,,,384,
11511,,,352,
11512,,,144,
11513,,,,
11514,,,352,
11515,,,286,
11516,,,608,
11517,Загадочная история Бенджамина Баттона : рассказы : [пер. с англ.],Френсис Скотт Фицджеральд,496,
11518,,,416,
11519,,,448,
11520,,,384,
